letter,question,answer
ذ,فرع متطور من علوم الحاسوب يهدف لابتكار آلات وخوارزميات تحاكي القدرات الذهنية وطرق تفكير البشر؟,ذكاء اصطناعي
ذ,التهاب حاد ومعدٍ يصيب الحويصلات الهوائية في إحدى الرئتين أو كلتيهما مسبباً صعوبة شديدة وآلاماً في التنفس؟,ذات الرئة
ذ,حشرة إفريقية خطيرة جداً تنقل طفيليات مدمرة تسبب مرض النوم القاتل للإنسان والحيوانات؟,ذباب تسي تسي
ذ,مرض مناعي ذاتي مزمن ومعقد يهاجم فيه جهاز المناعة عن طريق الخطأ أنسجة وأعضاء الجسم السليمة؟,ذئبة حمراء
ذ,ظاهرة بيئية خطيرة ناتجة عن التغير المناخي والاحتباس الحراري تهدد بارتفاع منسوب مياه المحيطات عالمياً؟,ذوبان جليدي
ذ,مصطلح فيزيائي وعسكري يطلق على الطاقة الهائلة والمفزعة الناتجة عن انشطار أو اندماج نواة العنصر المشع؟,ذري
ذ,طلقات نارية حقيقية تحتوي على مقذوف معدني ومادة متفجرة تستخدم في المعارك والحروب الفعلية وليس للتدريب؟,ذخيرة حية
ذ,اللقب التاريخي الذي أطلق على الصحابي الجليل والخليفة الثالث عثمان بن عفان لزواجه من ابنتي رسول الله؟,ذو النورين
ر,آلة ميكانيكية أو إلكترونية ذكية مبرمجة للقيام بمهام معقدة وشاقة أو دقيقة بدلاً من الجهد البشري؟,روبوت
ر,نظام اقتصادي عالمي يعتمد على الملكية الخاصة لوسائل الإنتاج وتشغيله في الأسواق الحرة لتحقيق الربح وتراكم الثروة؟,رأسمالية
ر,تقنية تصوير طبي متطورة وآمنة تستخدم مجالات كهرومغناطيسية قوية لتكوين صور دقيقة ومفصلة لأعضاء الجسم الداخلية؟,رنين مغناطيسي

ر,مقياس علمي لوغاريتمي دولي ومفتوح ابتكره عالم أمريكي ويستخدم لقياس وتسجيل قوة وشدة الهزات الأرضية والزلازل؟,ريختر
ر,دولة إفريقية قهرت الصعاب وشهدت إبادة جماعية مروعة في التسعينيات ثم نهضت لتصبح من أنظف وأكثر الدول تطوراً؟,رواندا
ر,عمل أدبي نثري طويل يروي قصة متسلسلة تعتمد على الخيال أو الواقع وتضم شخصيات وحبكة درامية معقدة؟,رواية
ر,العضو الأنثوي العضلي المجوف الذي يحتضن البويضة المخصبة ويغذي الجنين طوال فترة الحمل وحتى لحظة الولادة؟,رحم
ز,عضو ليمفاوي صغير يقع في بداية الأمعاء الغليظة للإنسان وقد يتعرض لالتهاب حاد ومفاجئ يستدعي استئصاله جراحياً؟,زائدة دودية
ز,عنصر كيميائي شديد السمية لا لون ولا طعم له اشتهر استخدامه قديماً في حوادث الاغتيالات والتسميم السياسي السري؟,زرنيخ
ز,الركن الثالث من أركان الإسلام وهو مقدار محدد شرعاً من المال يخرج سنوياً للفقراء والمستحقين لتطهير الثروة؟,زكاة
ز,المعابد المدرجة والهرمية الشكل التي بناها السومريون والبابليون في بلاد الرافدين القديمة للتقرب من آلهتهم؟,زقورة
ز,زهرة ربيعية جميلة ذات ألوان زاهية اتخذتها الإمبراطورية العثمانية رمزاً لها وتشتهر بها هولندا وتصدرها عالمياً حالياً؟,زهرة التوليب
ز,البئر المقدسة والمباركة في مكة المكرمة التي تفجرت تحت قدمي النبي إسماعيل عليه السلام بأمر الله ولا زالت تتدفق؟,زمزم
ز,موسيقي ومغني عباسي شهير أحدث ثورة كبرى في الموسيقى الأندلسية وأضاف الوتر الخامس للعود وأسس قواعد الإتيكيت؟,زرياب
ز,الزاوية الهندسية الأساسية التي يبلغ قياسها 90 درجة وتتكون من تعامد خطين مستقيمين تماماً؟,زاوية قائمة
س,فيلسوف يوناني كلاسيكي عظيم أُجبر على تجرع السم بسبب أفكاره التنويرية ويعتبر المؤسس الحقيقي للفلسفة الغربية؟,سقراط
س,حركة فنية وأدبية حديثة تعتمد على التعبير عن العقل الباطن والأحلام والصور الغريبة وغير المنطقية كمدرسة سلفادور دالي؟,سريالية
س,تقنية بحرية تستخدم انتشار وانعكاس الموجات الصوتية تحت الماء للتنقل أو للكشف عن الغواصات وقياس أعماق المحيط؟,سونار
س,مقطوعة موسيقية كلاسيكية طويلة ومؤلفة خصيصاً لتعزفها الأوركسترا الكاملة وتتكون عادة من أربع حركات متناغمة؟,سمفونية
س,عنصر شبه موصل يستخدم بكثرة في صناعة الرقائق الإلكترونية وسمي وادي أمريكي شهير للتقنية باسمه؟,سيليكون
س,إحدى السلطات الثلاث الأساسية في الدولة ومهمتها تنفيذ القوانين وإدارة الشؤون اليومية والسياسية للبلاد والمواطنين؟,سلطة تنفيذية
س,وحدة قياس فلكية هائلة تمثل المسافة التي يقطعها الضوء في الفراغ خلال مدة زمنية قدرها سنة أرضية كاملة؟,سنة ضوئية
س,العلم الأكاديمي والتطبيقي الذي يدرس السلوك البشري والعمليات العقلية ودوافع الإنسان وطرق تفكيره؟,سيكولوجيا
ش,نظام سياسي واقتصادي شمولي يهدف إلى إلغاء الملكية الخاصة لوسائل الإنتاج وإقامة مجتمع موحد بلا طبقات اجتماعية؟,شيوعية
ش,أكبر وأهم شريان في جسم الإنسان ويقوم بتوزيع الدم النقي والمؤكسج من القلب المندفع إلى باقي جميع الأعضاء؟,شريان أورطي
ش,مجموعة القواعد والتعليمات الكيميائية المخزنة في الحمض النووي والتي تحدد صفات الكائن الحي وتنتقل بالوراثة؟,شفرة وراثية
ش,مساحة شاسعة من اليابسة تحيط بها مياه البحر من ثلاث جهات فقط وتتصل باليابسة الأم من الجهة الرابعة وتسمى؟,شبه جزيرة
ش,اضطراب عقلي مزمن ومعقد يؤثر على طريقة تفكير الشخص وشعوره وسلوكه ويجعله منفصلاً عن الواقع ويسمى الفصام أو؟,شيزوفرينيا
ش,الطبقة العصبية الحساسة جداً للضوء والمبطنة للجزء الخلفي الداخلي من العين والتي تنقل الصور للدماغ عبر العصب البصري؟,شبكية
ش,هياكل حجرية بحرية خلابة تبنيها الكائنات الحية وتعتبر بيئة خصبة وحاضنة لربع الأسماك البحرية وتتأثر بالاحتباس الحراري؟,شعب مرجانية
ش,صخرة فضائية صغيرة تحترق وتتوهج بقوة عند دخولها الغلاف الجوي للأرض بسبب الاحتكاك وتسمى أحياناً بالنجم الهاوي؟,شهاب
ص,الحملات العسكرية الأوروبية التي انطلقت في العصور الوسطى للسيطرة على الأراضي المقدسة في الشرق وتأسيس إمارات هناك؟,صليبيين
ص,التراكيب الحيوية الموجودة داخل غرف القلب والتي تسمح بتدفق الدم في اتجاه واحد سليم وتمنع رجوعه للخلف؟,صمامات
ص,اضطراب عصبي مؤلم يسبب آلاماً نابضة وشديدة جداً عادة ما تكون في جانب واحد من الرأس ويصاحبها غثيان ويسمى الشقيقة أو؟,صداع نصفي
ص,القطاع الاقتصادي الحيوي المهتم بتحويل ومعالجة المواد الخام الطبيعية إلى منتجات نهائية قابلة للاستخدام عبر الآلات والمصانع؟,صناعة
ص,مؤسسة مالية دولية أنشئت لتعزيز التعاون النقدي العالمي وتوفير قروض وإصلاحات اقتصادية للدول التي تعاني أزمات مالية طاحنة؟,صندوق النقد
ص,خلايا صغيرة جداً وضرورية في مجرى الدم تلعب الدور الأساسي والأول في عملية التخثر ووقف النزيف عند الجروح؟,صفيحات دموية
ص,ظاهرة فيزيائية صوتية تتمثل في ارتداد وعودة الموجات الصوتية لتردد نفس الكلام بعد اصطدامها بحاجز صلب وعال كالجبال؟,صدى
ص,قائد مسلم أسطوري وفارس شهم أسس الدولة الأيوبية واستعاد مدينة القدس بعد معركة حطين التاريخية ضد الصليبيين؟,صلاح الدين
ض,قوة دفع الدم على جدران الأوعية الدموية أثناء دوران الدورة الدموية ويعتبر ارتفاعه المستمر مرضاً خطيراً يسمى القاتل الصامت؟,ضغط دم
ض,تلوث جوي خانق يمزج بين الدخان الكثيف والضباب ويتكون عادة في المدن الصناعية الكبرى ويسبب أمراضاً تنفسية خطيرة؟,ضباب دخاني
ض,حركة هجومية قاضية في رياضة الملاكمة تسقط الخصم على الأرض وتفقده الوعي أو القدرة على إكمال النزال قبل انتهاء العد؟,ضربة قاضية
ض,حركة سياسية وعسكرية سرية قادها مجموعة من ضباط الجيش المصري وأدت لإنهاء الملكية وإعلان الجمهورية عام 1952 وتسمى حركة الـ؟,ضباط أحرار
ض,الغدة الكبيرة البارزة في إناث الحيوانات كالأبقار والأغنام والمسؤولة عن إنتاج وتخزين الحليب لتغذية صغارها واستفادة البشر؟,ضرع
ض,مصطلح طبي يشير إلى تراجع أو نقص في حجم وشكل العضلات أو الأعضاء بسبب قلة الاستخدام أو سوء التغذية أو المرض؟,ضمور
ض,أنواع برمائية صغيرة وجميلة الألوان تعيش في غابات الأمازون وتفرز سماً قاتلاً جداً من جلدها استخدمه الهنود الحمر لسهامهم؟,ضفادع سامة
ض,الوزن والقوة التي يبذلها عمود الهواء على مساحة معينة من سطح الأرض ويقاس بجهاز البارومتر ويؤثر على تغيرات الطقس؟,ضغط جوي
ط,المصادر الطبيعية للطاقة التي تتجدد باستمرار ولا تنفد بمرور الزمن كالشمس والرياح والمياه وتعتبر صديقة للبيئة تماماً؟,طاقة متجددة
ط,الكائنات الحية الدقيقة التي تعيش على أو داخل كائن حي آخر (المضيف) وتتغذى منه مسببة له الأمراض والضعف؟,طفيليات
ط,تغير مفاجئ ودائم في التسلسل الجيني أو الحمض النووي للكائن الحي قد يؤدي لظهور صفات جديدة ومختلفة تماماً؟,طفرة
ط,تقنية حديثة ومبتكرة تقوم بصنع مجسمات حقيقية ملموسة عن طريق بناء طبقات متراكمة من المواد بناءً على تصميم رقمي؟,طابعة ثلاثية الأبعاد
ط,الفرع المتخصص من الطب الذي يتعامل مع القضايا الجنائية والقانونية كتشريح الجثث لمعرفة أسباب الوفاة والجرائم الغامضة؟,طب شرعي
ط,الطاقة النظيفة المستمدة والمحولة مباشرة من إشعاعات الشمس باستخدام ألواح خاصة لتوليد الكهرباء وتسخين المياه؟,طاقة شمسية
ط,المدى الكامل لجميع الترددات الممكنة للإشعاع الكهرومغناطيسي بدءاً من أشعة جاما القوية وصولاً إلى موجات الراديو الطويلة؟,طيف كهرومغناطيسي
ط,مركبة جوية تقنية ومتقدمة يتم التحكم فيها وتوجيهها عن بعد وتستخدم في التصوير الجوي والعمليات العسكرية والتوصيل الحديث؟,طائرة بدون طيار
ظ,ظاهرة مناخية عالمية خطيرة تتمثل في ارتفاع درجات حرارة الأرض بسبب تراكم غازات الكربون في الغلاف الجوي؟,ظاهرة الدفيئة
ظ,منطقة جغرافية جافة تقع خلف سلسلة جبلية ضخمة تمنع وصول الرياح المحملة بالأمطار إليها فتصبح قاحلة وتسمى منطقة؟,ظل المطر
ظ,كلمة تستخدم في علم النحو والقواعد العربية لتدل على اسم منصوب يبين مكان وقوع الفعل مثل (أمام) و(خلف)؟,ظرف مكان
ظ,نسيج خلوي حيوي يغطي الأسطح الخارجية للجسم مثل الجلد ويبطن التجاويف الداخلية للأعضاء والأوعية لحمايتها وإفراز المواد؟,ظهارة
ظ,المصطلح الرياضي والهندسي الذي يطلق على النسبة بين الضلع المقابل والضلع المجاور للزاوية الحادة في المثلث قائم الزاوية؟,ظل الزاوية
ظ,حدث طبيعي وعلمي نادر ومبهر يحدث في الفضاء ويمكن رصده من الأرض كمرور المذنبات أو كسوف الشمس العميق؟,ظاهرة فلكية
ظ,نوع من الغزلان الصحراوية شديدة البياض والجمال تمتلك قروناً طويلة ومستقيمة وتتخذها بعض الدول العربية رمزاً لخطوط طيرانها؟,ظبي المها
ظ,نمو غير طبيعي لنسيج لحمي مثلث الشكل على بياض العين قد يمتد للقرنية ويسبب ضعفاً في الرؤية ويسمى طبياً مرض الـ؟,ظفرة
ع,الفترة التاريخية الثقافية والفنية العظيمة التي بدأت في إيطاليا وانتقلت لأوروبا ومثلت الانتقال من العصور الوسطى للعصر الحديث؟,عصر النهضة
ع,ظاهرة سياسية واقتصادية حديثة تعني تداخل وترابط اقتصادات وثقافات دول العالم لتصبح كقرية واحدة مفتوحة الحدود والأسواق؟,عولمة
ع,الإمبراطورية الإسلامية الكبرى التي امتدت في ثلاث قارات وحكمت لقرون طويلة واتخذت من إسطنبول عاصمة أبدية لها؟,عثمانيين
ع,العلم الإنساني الشامل الذي يدرس تفاعلات المجتمعات البشرية وبنيتها وتطورها والظواهر والقوانين الاجتماعية التي تحكمها؟,علم الاجتماع
ع,نوع من العلاج الطبي المتقدم يستخدم أشعة عالية الطاقة مثل الأشعة السينية لتدمير الخلايا السرطانية وتقليص الأورام الخبيثة؟,علاج إشعاعي
ع,العضلة الحيوية النابضة والمسؤولة عن ضخ الدم باستمرار إلى جميع أنحاء الجسم والتي لا تتوقف عن العمل طوال حياة الإنسان؟,عضلة القلب
ع,العصب الحسي الرئيسي الذي ينقل النبضات الكهربائية والمعلومات البصرية من شبكية العين إلى الدماغ لترجمتها كصور؟,عصب بصري
ع,العدسات الطبية الرقيقة والشفافة التي توضع مباشرة على قرنية العين لتصحيح النظر كبديل مريح للنظارات الطبية التقليدية؟,عدسات لاصقة
غ,الغلاف الغازي غير المرئي الذي يحيط بكوكب الأرض ويحميه من الإشعاعات الفضائية الضارة ويوفر الأكسجين اللازم للحياة؟,غلاف جوي
غ,الجهاز الطبيعي في الجسم الذي يضم مجموعة غدد تفرز الهرمونات مباشرة في الدم لتنظيم وظائف النمو والأيض والمزاج؟,غدد صماء
غ,المركبات الغازية في الغلاف الجوي مثل ثاني أكسيد الكربون والميثان التي تمتص الحرارة وتساهم في مشكلة الاحتباس الحراري؟,غازات دفيئة
غ,مركبة بحرية عسكرية استراتيجية وعملاقة تعمل بالطاقة النووية مما يسمح لها بالبقاء تحت الماء لأشهر دون الحاجة للتزود بالوقود؟,غواصة نووية
غ,الجريمة الاقتصادية التي تعني إخفاء المصدر غير المشروع للأموال المحصلة من جرائم (كالمخدرات) وإظهارها كأنها أموال قانونية؟,غسيل أموال
غ,حالة طبية خطيرة يفقد فيها المريض الوعي لفترة طويلة جداً ولا يستجيب لأي مؤثرات خارجية نتيجة إصابة شديدة في الدماغ؟,غيبوبة
غ,الغدة الصماء التي تقع في الجزء الأمامي من الرقبة وتشبه الفراشة وتتحكم في عمليات الأيض واستهلاك الطاقة في الجسم؟,غدة درقية
غ,العملية الطبية الطارئة التي يقوم فيها الجراح بفتح الجسم لعلاج أو استئصال عضو مصاب وتتم داخل بيئة معقمة وتسمى؟,غرفة عمليات
ف,فرع متقدم ومعقد جداً من فروع الفيزياء يدرس سلوك الجسيمات دون الذرية كالإلكترونات والفوتونات بخصائصها الموجية والجسيمية؟,فيزياء كم
ف,كائنات طفيلية دقيقة جداً لا يمكنها التكاثر إلا داخل خلايا كائن حي آخر وتسبب أمراضاً خطيرة كالإنفلونزا وكوفيد؟,فيروسات
ف,الحيز المظلم والفارغ الشاسع الذي يبدأ من نهاية الغلاف الجوي للأرض ويحتوي على المجرات والنجوم والثقوب السوداء؟,فضاء خارجي
ف,الدراسة العميقة للأسئلة الأساسية والعامة المتعلقة بالوجود والمعرفة والقيم والعقل واللغة وظهرت بقوة عند اليونان القدماء؟,فلسفة
ف,دولة آسيوية شهدت حرباً طاحنة وطويلة في منتصف القرن العشرين ضد الولايات المتحدة وانتهت بانسحاب القوات الأمريكية وتوحيد شطريها؟,فيتنام
ف,فن زخرفي قديم ورائع يعتمد على تجميع قطع صغيرة من الزجاج الملون أو الحجر لرسم لوحات جدارية أو أرضية مزخرفة؟,فسيفساء
ف,مرض عقلي ونفسي شديد يجعل المريض يفسر الواقع بشكل غير طبيعي ويعاني من هلاوس سمعية وبصرية ويسمى الشيزوفرينيا أو الـ؟,فصام
ف,مادة صلبة سوداء اللون غنية بالكربون تستخرج من باطن الأرض وتعتبر من أهم مصادر الوقود الأحفوري الذي أشعل الثورة الصناعية؟,فحم حجري
ق,المنطقة الجغرافية الأبرد على كوكب الأرض وتقع في أقصى الجنوب وتغطيها طبقة جليدية هائلة السمك ولا يسكنها البشر الدائمون؟,قطب جنوبي
ق,النظرية الفيزيائية العظيمة التي وضعها ألبرت أينشتاين والتي غيرت مفهوم البشرية عن الزمان والمكان والجاذبية وسرعة الضوء؟,قانون نسبية
ق,الحقبة التاريخية الأوروبية المظلمة التي امتدت تقريباً من سقوط الإمبراطورية الرومانية وحتى بداية عصر النهضة واكتشاف الطباعة؟,قرون وسطى
ق,السلاح الأكثر تدميراً ورعباً في تاريخ البشرية والذي استخدم مرتين فقط في نهاية الحرب العالمية الثانية ضد مدن يابانية؟,قنبلة ذرية
ق,نظام إلكتروني وبرمجي متطور لتخزين وتنظيم وإدارة كميات هائلة من المعلومات بحيث يسهل البحث عنها واسترجاعها بسرعة فائقة؟,قواعد بيانات
ق,الطبقة الصخرية الخارجية الرقيقة التي تغطي كوكب الأرض وتعيش عليها الكائنات الحية وتتكون من الصفائح التكتونية النشطة؟,قشرة أرضية
ق,الممر المائي الصناعي الاستراتيجي في مصر الذي يربط بين البحرين الأحمر والمتوسط واختصر طريق التجارة العالمية بشكل هائل؟,قناة السويس
ق,العاصمة التاريخية للإمبراطورية البيزنطية والتي فتحها العثمانيون وسموها إسطنبول لتصبح نقطة التقاء الشرق بالغرب؟,قسطنطينية
ك,فرع من فروع الكيمياء يهتم بدراسة بنية وخصائص وتفاعلات المركبات التي تحتوي على عنصر الكربون وتعتبر أساس الكائنات الحية؟,كيمياء عضوية
ك,الأجرام السماوية الكروية التي تدور حول الشمس ولكنها أصغر من الكواكب الرئيسية ولا تستطيع تنظيف مدارها ككوكب بلوتو وتسمى؟,كواكب قزمة
ك,المركبات العضوية التي تشمل السكريات والنشويات وتعتبر المصدر الأساسي والأول لتزويد جسم الإنسان بالطاقة السريعة؟,كربوهيدرات
ك,مادة شمعية دهنية توجد في الدم وضرورية لبناء الخلايا ولكن ارتفاعها المفرط يؤدي لتصلب وانسداد الشرايين وأمراض القلب؟,كوليسترول
ك,الجسيم الأولي الأصغر من البروتون والنيوترون والذي يعتبر لبنة البناء الأساسية للمادة في فيزياء الجسيمات الحديثة؟,كوارك
ك,المجلس التشريعي والبرلماني الأعلى في الولايات المتحدة الأمريكية ويتكون من مجلسي الشيوخ والنواب ويشرع القوانين الفيدرالية؟,كونغرس
ك,المدرج الروماني الأثري العملاق في قلب العاصمة روما والذي كان يشهد صراعات المصارعين الدامية واصطياد الحيوانات المفترسة للترفيه؟,كولوسيوم

ل,اللوحة الفنية الأشهر والأغلى في العالم والتي رسمها العبقري الإيطالي ليوناردو دافنشي وتشتهر بابتسامتها الغامضة ونظراتها التي تلاحقك؟,لوحة الموناليزا
ل,العنصر الكيميائي الخفيف جداً والذي أحدث ثورة في عالم التكنولوجيا لكونه المكون الأساسي في بطاريات الهواتف والسيارات الكهربائية؟,ليثيوم
ل,عالم كيميائي وأحيائي فرنسي يعتبر مؤسس علم الأحياء الدقيقة واكتشف اللقاحات لمرض داء الكلب وعملية البسترة للحليب؟,لويس باستور
ل,مجموعة اللغات التاريخية والحديثة التي تنتمي لنفس العائلة وتضم اللغة العربية والعبرية والآرامية وتنسب لسام بن نوح؟,لغات سامية
ل,المستحضر البيولوجي الطبي الذي يعطى للإنسان لإكسابه مناعة مكتسبة وقوية ضد مرض معدٍ معين وتجنب الإصابة به مستقبلاً؟,لقاح
ل,المصطلح الفيزيائي الذي يعبر عن مقاومة السائل الداخلي للتدفق والجريان حيث يكون العسل أعلى مقاومة من الماء مثلاً ويسمى خاصية الـ؟,لزوجة
ل,الكائنات الحية والحيوانات المتنوعة التي لا تمتلك عموداً فقرياً أو هيكلاً عظمياً داخلياً كالحشرات والديدان والرخويات وتسمى؟,لا فقاريات
ل,اللوحة المسطحة المليئة بالأزرار والأحرف والتي تعتبر أداة الإدخال الأساسية لكتابة النصوص والأوامر في أجهزة الحاسوب والآلات الكاتبة؟,لوحة مفاتيح
م,النظرية الفلسفية والسياسية والاقتصادية التي أسسها مفكر ألماني شهير ودعت لثورة العمال وإسقاط الرأسمالية لبناء مجتمع شيوعي؟,ماركسية
م,المجرة الحلزونية الهائلة التي نعيش بداخلها وتضم مجموعتنا الشمسية ومئات المليارات من النجوم وتظهر في السماء كشريط مضيء؟,مجرة درب التبانة
م,المنشأة الصناعية الضخمة المصممة للتحكم في سلسلة الانشطارات الذرية المتسلسلة لإنتاج طاقة هائلة تستخدم لتوليد الكهرباء؟,مفاعل نووي
م,الجهاز الدفاعي البيولوجي المعقد في جسم الإنسان والمسؤول عن رصد وتدمير الفيروسات والبكتيريا الدخيلة لحماية الجسم من الأمراض؟,مناعة
م,العضيات الخلوية الدقيقة التي تعتبر بمثابة مصانع أو محطات توليد الطاقة داخل الخلية الحية حيث تنتج مركب الـ إيه تي بي؟,ميتوكوندريا
م,الدرجة الأكاديمية والشهادة الجامعية العليا التي يحصل عليها الطالب بعد اجتيازه مرحلة البكالوريوس وقبل مرحلة الدكتوراه؟,ماجستير
م,فرع من فروع الفلسفة يدرس قواعد التفكير السليم وطرق الاستدلال الصحيح للتمييز بين الحجج الصحيحة والباطلة وأسسه أرسطو؟,منطق
م,العلم البيولوجي المتخصص في دراسة الكائنات الحية الدقيقة جداً كالبكتيريا والفيروسات وتأثيرها الطبي والصناعي ويسمى علم الـ؟,ميكروبيولوجي
ن,النظام الفلكي الذي يضم الشمس وكل ما يدور حولها من كواكب وكويكبات ومذنبات بفعل جاذبيتها القوية ويقع في أطراف مجرتنا؟,نظام شمسي
ن,الجسم الصخري أو المعدني الفضائي الذي يخترق الغلاف الجوي للأرض ولا يحترق بالكامل بل يرتطم بسطح الأرض مسبباً فوهات عملاقة؟,نيزك
ن,النظرية البيولوجية المثيرة للجدل التي افترضها تشارلز داروين حول آلية التطور والانتقاء الطبيعي للكائنات الحية عبر ملايين السنين؟,نظرية تطور
ن,المركز الكثيف جداً والصغير في قلب الذرة والذي يحتوي على البروتونات والنيوترونات وتتركز فيه معظم كتلة الذرة الكلية؟,نواة الذرة
ن,الغاز غير المرئي وغير التفاعلي الذي يشكل النسبة العظمى (حوالي 78%) من مكونات الغلاف الجوي لكوكب الأرض وضروري لنمو النباتات؟,نايتروجين
ن,الحبل العصبي السميك والطويل الذي يمتد داخل العمود الفقري للإنسان وينقل الإشارات الحركية والحسية بين الدماغ وباقي أجزاء الجسم؟,نخاع شوكي

ن,الجائزة العالمية السويدية الأرقى والأشهر على الإطلاق والتي تمنح سنوياً للعلماء والمفكرين في مجالات السلام والفيزياء والكيمياء والأدب؟,نوبل
هـ,التقنية الحيوية المتقدمة التي تتضمن التلاعب وتعديل الجينات في الحمض النووي للكائن الحي لإنتاج صفات جديدة أو محاصيل مقاومة للأمراض؟,هندسة وراثية
هـ,مادة كيميائية تفرزها الغدد الصماء في الدم لتنظيم وظائف وعمليات فسيولوجية محددة في الجسم كالنمو والنوم وعمليات الحرق؟,هرمون
هـ,البروتين الغني بالحديد والموجود في خلايا الدم الحمراء والمسؤول عن الارتباط بالأكسجين ونقله من الرئتين إلى كافة أنسجة الجسم؟,هيموغلوبين
هـ,العنصر الكيميائي الأخف وزناً والأكثر وفرة في الكون بأسره ويعتبر الوقود الأساسي لاندماج النجوم واشتعالها كشمسنا؟,هيدروجين
هـ,نظام الكتابة المصور والمعقد الذي استخدمه الفراعنة في مصر القديمة لنقش نصوصهم المقدسة وتاريخهم على جدران المعابد والمسلات؟,هيروغليفية
هـ,المنظمة الدولية والمنبر السياسي العالمي الأكبر الذي تأسس بعد الحرب العالمية الثانية بهدف حفظ السلم والأمن الدوليين وتنمية العلاقات بين الدول؟,هيئة أمم متحدة
هـ,المنطقة الجغرافية المرتفعة والواسعة في وسط آسيا والتي تلقب بـ(سقف العالم) لارتفاعها الشاهق وتقع خلف جبال الهمالايا؟,هضبة التبت
هـ,مجموعة الخصائص والثقافة والتاريخ واللغة التي تميز شعباً معيناً وتربطهم بوطنهم وتعمق انتماءهم له وتسمى الانتماء أو الـ؟,هوية وطنية
و,انتقال الصفات البيولوجية والجسمانية من الآباء إلى الأبناء عبر الأجيال بواسطة الجينات والحمض النووي ويسمى علم الـ؟,وراثة
و,الجهة الحكومية والسيادية في الدولة المسؤولة عن إدارة وتوجيه العلاقات الدبلوماسية والسياسية مع الدول الأجنبية وحماية مصالحها بالخارج؟,وزارة خارجية
و,المرض المعدي شديد الخطورة وسريع الانتشار والذي يعبر الحدود الجغرافية ليصيب أعداداً هائلة من البشر في قارات مختلفة كطاعون العصور الوسطى؟,وباء عالمي
و,الإعلان أو الميثاق القانوني والرسمي المكتوب الذي يضمن ويثبت الحقوق الأساسية والطبيعية للإنسان وحرياته غير القابلة للمساس؟,وثيقة حقوق
و,الخداع البصري الذي يخدع نظام الرؤية والدماغ البشري ليجعله يرى الأشياء أو الأبعاد أو الألوان على غير حقيقتها وواقعها المادي؟,وهم بصري
و,الوكالة الفيدرالية الأمريكية المستقلة والأشهر عالمياً والمسؤولة عن برامج أبحاث الفضاء والطيران المدني واستكشاف المجموعة الشمسية؟,وكالة ناسا
و,حالة الانسجام السياسي والاجتماعي الشامل بين طوائف وأحزاب الشعب الواحد بعد فترات النزاع الأهلي لضمان استقرار وتقدم البلاد؟,وفاق وطني
و,المصطلح الذي يطلق على مصادر الطاقة المستخرجة من باطن الأرض كالفحم والنفط والغاز الناتجة عن تحلل الكائنات الحية لملايين السنين؟,وقود أحفوري
ي,منظمة الأمم المتحدة للتربية والعلم والثقافة والتي تهدف لإحلال السلام من خلال التعاون الدولي وحماية مواقع التراث العالمي؟,يونسكو
ي,القائد العسكري والديكتاتور الروماني الأعظم الذي أسقط الجمهورية الرومانية وتولى السلطة المطلقة واغتيل لاحقاً بخيانة في مجلس الشيوخ؟,يوليوس قيصر
ي,الظاهرة الجيولوجية الطبيعية المذهلة التي يندفع ويتدفق فيها الماء المغلي والبخار من باطن الأرض إلى السطح على شكل نافورة قوية؟,ينبوع حار
ي,الحجر الكريم النفيس والصلب جداً الذي يتميز بلونه الأزرق الساحر ويعتبر من أغلى الأحجار الكريمة الأربعة بعد الألماس؟,ياقوت أزرق
ي,الصباغ الطبيعي الأخضر والأساسي الموجود في أوراق النباتات والمسؤول عن امتصاص طاقة الشمس وإتمام عملية البناء الضوئي ويسمى كلوروفيل أو؟,يخضور
ي,العنصر الكيميائي الطبيعي الذي يضاف عادة لملح الطعام لتعويض نقصه في الجسم حيث يؤدي نقصه لتضخم واضطراب الغدة الدرقية؟,يود
ي,المصطلح الفلسفي والأدبي الذي أطلقه السير توماس مور ليصف المجتمع المثالي والخيالي الفاضل والخالي من الشرور والفقر والجرائم؟,يوتوبيا
ي,الجزء المطوي والبارز أعلى القميص أو المعطف والذي يحيط بالرقبة ويعتبر جزءاً من أناقة الملابس الرسمية وعكسه الأكمام؟,ياقة
أ,ابن الملك وصاحب السمو الذي يتولى مهام قيادية وإدارية في الدولة؟,أمير
أ,حالة الجهل بالقراءة والكتابة التي تكافحها الدول لرفع مستوى وعي شعوبها؟,أمية
أ,الحروف والرموز المتسلسلة التي تشكل أساس اللغة المكتوبة؟,أبجدية
أ,أسطوانة مجوفة تستخدم لنقل السوائل والغازات كالمياه والنفط؟,أنبوب
أ,اضطراب وحالة مزعجة تتمثل في صعوبة الاستغراق في النوم ليلاً؟,أرق

أ,الغريزة الفطرية العظيمة والعاطفة العميقة التي تربط المرأة بطفلها؟,أمومة
أ,الملابس والتصاميم المبتكرة التي تعكس ثقافة المجتمعات وتطور الموضة؟,أزياء
أ,مجموعة متقاربة من الجزر المتجاورة في البحر أو المحيط؟,أرخبيل


أ,لون مميز وفخم ينتج عن مزج اللونين الأحمر والأزرق؟,أرجواني
أ,الخط الدائري الوهمي الذي يبدو فيه وكأن السماء تلتقي بسطح الأرض؟,أفق
ب,مسطح مائي واسع محاط باليابسة من جميع الجهات؟,بحيرة
